sku_id,segment,revenue_annual,demand_volatility_cv,current_safety_stock_weeks,recommended_safety_stock_weeks,avg_weekly_demand,unit_cost,current_safety_stock_units,current_safety_stock_value,recommended_safety_stock_units,recommended_safety_stock_value,stockout_rate
SKU_0612,High Revenue + Low Volatility,73670.55,0.1579,2.0,1.5,270,54.18340536075754,540.0,29259.04,405.0,21944.28,0.0238
SKU_0613,High Revenue + Low Volatility,118559.45,0.1057,2.0,1.5,293,142.13196465041295,586.0,83289.33,440.0,62538.06,0.0295
SKU_0614,High Revenue + Low Volatility,100041.02,0.1805,2.0,1.5,173,112.69051844978756,346.0,38990.92,260.0,29299.53,0.0222
SKU_0615,High Revenue + Low Volatility,60625.66,0.1596,2.0,1.5,160,128.7927855216036,320.0,41213.69,240.0,30910.27,0.0134
SKU_0616,High Revenue + Low Volatility,75324.81,0.1472,2.0,1.5,270,96.7428831156014,540.0,52241.16,405.0,39180.87,0.0299
SKU_0617,High Revenue + Low Volatility,75642.8,0.1694,2.0,1.5,252,123.54200417088762,504.0,62265.17,378.0,46698.88,0.0206
SKU_0618,High Revenue + Low Volatility,64155.26,0.1631,2.0,1.5,119,31.944047680736066,238.0,7602.68,178.0,5686.04,0.0268
SKU_0619,High Revenue + Low Volatility,117589.59,0.0554,2.0,1.5,147,128.2056509735442,294.0,37692.46,220.0,28205.24,0.013
SKU_0620,High Revenue + Low Volatility,88695.32,0.1092,2.0,1.5,186,34.816663090243985,372.0,12951.8,279.0,9713.85,0.0233
SKU_0621,High Revenue + Low Volatility,113748.88,0.1896,2.0,1.5,251,136.7896051635435,502.0,68668.38,376.0,51432.89,0.0283
SKU_0622,High Revenue + Low Volatility,79332.93,0.0689,2.0,1.5,238,149.0355296686372,476.0,70940.91,357.0,53205.68,0.0206
SKU_0623,High Revenue + Low Volatility,67514.01,0.1606,2.0,1.5,209,65.28809546121335,418.0,27290.42,314.0,20500.46,0.0158
SKU_0624,High Revenue + Low Volatility,88460.17,0.1962,2.0,1.5,282,55.23822675429524,564.0,31154.36,423.0,23365.77,0.0125
SKU_0625,High Revenue + Low Volatility,66837.4,0.0578,2.0,1.5,127,121.84360366296488,254.0,30948.28,190.0,23150.28,0.0159
SKU_0626,High Revenue + Low Volatility,89160.93,0.1523,2.0,1.5,296,60.36316091043039,592.0,35734.99,444.0,26801.24,0.0171
SKU_0627,High Revenue + Low Volatility,115217.83,0.1202,2.0,1.5,290,133.8674859806644,580.0,77643.14,435.0,58232.36,0.0242
SKU_0628,High Revenue + Low Volatility,91246.09,0.1369,2.0,1.5,158,42.341111058897205,316.0,13379.79,237.0,10034.84,0.0136
SKU_0629,High Revenue + Low Volatility,96989.98,0.0628,2.0,1.5,232,45.11462356552299,464.0,20933.19,348.0,15699.89,0.0121
SKU_0630,High Revenue + Low Volatility,69398.31,0.0565,2.0,1.5,150,147.49818661207388,300.0,44249.46,225.0,33187.09,0.0177
SKU_0631,High Revenue + Low Volatility,62624.14,0.15,2.0,1.5,248,110.86066779240056,496.0,54986.89,372.0,41240.17,0.0192
SKU_0632,High Revenue + Low Volatility,66648.48,0.1735,2.0,1.5,111,131.62646693147434,222.0,29221.08,166.0,21849.99,0.0226
SKU_0633,High Revenue + Low Volatility,95911.89,0.1673,2.0,1.5,149,68.91952528218216,298.0,20538.02,224.0,15437.97,0.0242
SKU_0634,High Revenue + Low Volatility,65700.7,0.1316,2.0,1.5,231,111.17804994247253,462.0,51364.26,346.0,38467.61,0.0278
SKU_0635,High Revenue + Low Volatility,82559.57,0.065,2.0,1.5,212,101.30901927703167,424.0,42955.02,318.0,32216.27,0.0158
SKU_0636,High Revenue + Low Volatility,93005.52,0.1532,2.0,1.5,269,102.37801441475364,538.0,55079.37,404.0,41360.72,0.0206
SKU_0637,High Revenue + Low Volatility,83319.17,0.0863,2.0,1.5,265,111.90389514452659,530.0,59309.06,398.0,44537.75,0.0173
SKU_0638,High Revenue + Low Volatility,69821.03,0.1867,2.0,1.5,252,99.04310077549182,504.0,49917.72,378.0,37438.29,0.01
SKU_0639,High Revenue + Low Volatility,76427.48,0.1757,2.0,1.5,113,81.48748431631992,226.0,18416.17,170.0,13852.87,0.0216
SKU_0640,High Revenue + Low Volatility,115699.05,0.1564,2.0,1.5,131,63.11072332566562,262.0,16535.01,196.0,12369.7,0.0263
SKU_0641,High Revenue + Low Volatility,100558.94,0.1923,2.0,1.5,238,122.22975970958424,476.0,58181.37,357.0,43636.02,0.0107
SKU_0642,High Revenue + Low Volatility,89762.87,0.0547,2.0,1.5,288,57.15269160038234,576.0,32919.95,432.0,24689.96,0.0101
SKU_0643,High Revenue + Low Volatility,60762.89,0.1604,2.0,1.5,245,113.0825167385297,490.0,55410.43,368.0,41614.37,0.0246
SKU_0644,High Revenue + Low Volatility,119544.92,0.0995,2.0,1.5,254,57.99993871791919,508.0,29463.97,381.0,22097.98,0.0237
SKU_0645,High Revenue + Low Volatility,100287.3,0.1859,2.0,1.5,154,105.03962039453447,308.0,32352.2,231.0,24264.15,0.0181
SKU_0646,High Revenue + Low Volatility,79015.35,0.09,2.0,1.5,281,119.64939205548347,562.0,67242.96,422.0,50492.04,0.0232
SKU_0647,High Revenue + Low Volatility,112756.12,0.1587,2.0,1.5,219,56.24566666878471,438.0,24635.6,328.0,18448.58,0.0291
SKU_0648,High Revenue + Low Volatility,75505.9,0.1816,2.0,1.5,174,37.193196103356996,348.0,12943.23,261.0,9707.42,0.015
SKU_0649,High Revenue + Low Volatility,92640.99,0.0562,2.0,1.5,120,45.71684915930089,240.0,10972.04,180.0,8229.03,0.0149
SKU_0650,High Revenue + Low Volatility,98164.25,0.1096,2.0,1.5,271,102.71963607252306,542.0,55674.04,406.0,41704.17,0.0137
SKU_0651,High Revenue + Low Volatility,73263.8,0.1643,2.0,1.5,232,131.93356874708826,464.0,61217.18,348.0,45912.88,0.0245
SKU_0652,High Revenue + Low Volatility,118703.84,0.1182,2.0,1.5,186,35.39961854825093,372.0,13168.66,279.0,9876.49,0.0171
SKU_0653,High Revenue + Low Volatility,104891.51,0.0901,2.0,1.5,268,118.09815108499755,536.0,63300.61,402.0,47475.46,0.0298
SKU_0654,High Revenue + Low Volatility,93468.79,0.083,2.0,1.5,158,70.95823751400626,316.0,22422.8,237.0,16817.1,0.0243
SKU_0655,High Revenue + Low Volatility,70835.68,0.0697,2.0,1.5,188,87.42340439034271,376.0,32871.2,282.0,24653.4,0.0173
SKU_0656,High Revenue + Low Volatility,63231.49,0.1786,2.0,1.5,281,141.46314598146787,562.0,79502.29,422.0,59697.45,0.013
SKU_0657,High Revenue + Low Volatility,79203.59,0.1363,2.0,1.5,249,69.83658056830146,498.0,34778.62,374.0,26118.88,0.0218
SKU_0658,High Revenue + Low Volatility,105191.24,0.0615,2.0,1.5,182,85.84043207273832,364.0,31245.92,273.0,23434.44,0.0159
SKU_0659,High Revenue + Low Volatility,76159.88,0.1074,2.0,1.5,164,31.641889771281733,328.0,10378.54,246.0,7783.9,0.0281
SKU_0660,High Revenue + Low Volatility,92373.37,0.1052,2.0,1.5,163,39.7918464005806,326.0,12972.14,244.0,9709.21,0.0188
SKU_0661,High Revenue + Low Volatility,103676.83,0.0773,2.0,1.5,170,61.030990936174085,340.0,20750.54,255.0,15562.9,0.0159
SKU_0662,High Revenue + Low Volatility,66476.62,0.1153,2.0,1.5,103,33.34226889852893,206.0,6868.51,154.0,5134.71,0.0218
SKU_0663,High Revenue + Low Volatility,101117.88,0.0998,2.0,1.5,292,105.76503912579011,584.0,61766.78,438.0,46325.09,0.0127
SKU_0664,High Revenue + Low Volatility,65512.25,0.1013,2.0,1.5,242,81.1678028161947,484.0,39285.22,363.0,29463.91,0.0212
SKU_0665,High Revenue + Low Volatility,117907.78,0.1609,2.0,1.5,203,95.77742432736264,406.0,38885.63,304.0,29116.34,0.0111
SKU_0666,High Revenue + Low Volatility,89303.65,0.0835,2.0,1.5,249,50.957662307559545,498.0,25376.92,374.0,19058.17,0.0221
SKU_0667,High Revenue + Low Volatility,69040.57,0.1463,2.0,1.5,274,65.51184353239393,548.0,35900.49,411.0,26925.37,0.0206
SKU_0668,High Revenue + Low Volatility,80543.02,0.1356,2.0,1.5,192,109.65893698232702,384.0,42109.03,288.0,31581.77,0.0204
SKU_0669,High Revenue + Low Volatility,84804.99,0.1352,2.0,1.5,273,145.83632683564798,546.0,79626.63,410.0,59792.89,0.0237
SKU_0670,High Revenue + Low Volatility,105491.1,0.1495,2.0,1.5,241,36.050012832265104,482.0,17376.11,362.0,13050.1,0.0109
SKU_0671,High Revenue + Low Volatility,104605.43,0.1323,2.0,1.5,277,136.84611850263192,554.0,75812.75,416.0,56927.99,0.0192
SKU_0672,High Revenue + Low Volatility,96716.43,0.1819,2.0,1.5,247,99.22574415734502,494.0,49017.52,370.0,36713.53,0.0189
SKU_0673,High Revenue + Low Volatility,66355.84,0.1513,2.0,1.5,277,97.67034801067484,554.0,54109.37,416.0,40630.86,0.0192
SKU_0674,High Revenue + Low Volatility,69094.16,0.132,2.0,1.5,211,90.03342422493124,422.0,37994.11,316.0,28450.56,0.0296
SKU_0675,High Revenue + Low Volatility,65625.42,0.1745,2.0,1.5,260,38.32729030850201,520.0,19930.19,390.0,14947.64,0.0128
SKU_0676,High Revenue + Low Volatility,94630.37,0.1409,2.0,1.5,218,40.78522220833928,436.0,17782.36,327.0,13336.77,0.0238
SKU_0677,High Revenue + Low Volatility,112628.31,0.0937,2.0,1.5,158,102.10944067909033,316.0,32266.58,237.0,24199.94,0.018
SKU_0678,High Revenue + Low Volatility,86028.03,0.0811,2.0,1.5,142,70.915028572267,284.0,20139.87,213.0,15104.9,0.0202
SKU_0679,High Revenue + Low Volatility,69650.89,0.0728,2.0,1.5,111,140.07216798932168,222.0,31096.02,166.0,23251.98,0.0252
SKU_0680,High Revenue + Low Volatility,93482.54,0.1849,2.0,1.5,139,78.79086448313667,278.0,21903.86,208.0,16388.5,0.0131
SKU_0681,High Revenue + Low Volatility,108705.13,0.1565,2.0,1.5,217,47.19377504431693,434.0,20482.1,326.0,15385.17,0.0253
SKU_0682,High Revenue + Low Volatility,104502.72,0.1906,2.0,1.5,119,115.76626002024432,238.0,27552.37,178.0,20606.39,0.0114
SKU_0683,High Revenue + Low Volatility,112887.05,0.1405,2.0,1.5,265,65.20241057292118,530.0,34557.28,398.0,25950.56,0.0197
SKU_0684,High Revenue + Low Volatility,76674.13,0.121,2.0,1.5,230,93.05643688270717,460.0,42805.96,345.0,32104.47,0.0248
SKU_0685,High Revenue + Low Volatility,71637.23,0.059,2.0,1.5,255,113.7399342606204,510.0,58007.37,382.0,43448.65,0.0139
SKU_0686,High Revenue + Low Volatility,112788.99,0.1507,2.0,1.5,283,138.03169334424845,566.0,78125.94,424.0,58525.44,0.0254
SKU_0687,High Revenue + Low Volatility,99453.62,0.1373,2.0,1.5,189,125.06294337620113,378.0,47273.79,284.0,35517.88,0.0133
SKU_0688,High Revenue + Low Volatility,78655.74,0.1985,2.0,1.5,193,111.16332814472689,386.0,42909.04,290.0,32237.37,0.026
SKU_0689,High Revenue + Low Volatility,104540.88,0.0859,2.0,1.5,112,111.55598188741723,224.0,24988.54,168.0,18741.4,0.0194
SKU_0690,High Revenue + Low Volatility,108907.1,0.1296,2.0,1.5,165,143.5109572838504,330.0,47358.62,248.0,35590.72,0.0237
SKU_0691,High Revenue + Low Volatility,96898.69,0.1476,2.0,1.5,136,65.49889169958433,272.0,17815.7,204.0,13361.77,0.0283
SKU_0692,High Revenue + Low Volatility,101273.05,0.1467,2.0,1.5,276,30.13345130354249,552.0,16633.67,414.0,12475.25,0.0182
SKU_0693,High Revenue + Low Volatility,82515.59,0.1342,2.0,1.5,165,62.63454712778384,330.0,20669.4,248.0,15533.37,0.0147
SKU_0694,High Revenue + Low Volatility,92321.74,0.1665,2.0,1.5,135,56.14696555520928,270.0,15159.68,202.0,11341.69,0.0273
SKU_0695,High Revenue + Low Volatility,91449.55,0.0807,2.0,1.5,281,109.42015021367978,562.0,61494.12,422.0,46175.3,0.0132
SKU_0696,High Revenue + Low Volatility,110882.87,0.1588,2.0,1.5,125,106.04539197186348,250.0,26511.35,188.0,19936.53,0.0226
SKU_0697,High Revenue + Low Volatility,110397.84,0.143,2.0,1.5,174,101.21536592456685,348.0,35222.95,261.0,26417.21,0.0285
SKU_0698,High Revenue + Low Volatility,109960.83,0.1844,2.0,1.5,299,31.949213185134443,598.0,19105.63,448.0,14313.25,0.0235
SKU_0699,High Revenue + Low Volatility,60661.9,0.1771,2.0,1.5,207,117.4533665340777,414.0,48625.69,310.0,36410.54,0.0139
SKU_0700,High Revenue + Low Volatility,104972.73,0.0973,2.0,1.5,267,68.82364949825899,534.0,36751.83,400.0,27529.46,0.013
SKU_0701,High Revenue + Low Volatility,105520.58,0.0914,2.0,1.5,142,109.80671868079573,284.0,31185.11,213.0,23388.83,0.015
SKU_0702,High Revenue + Low Volatility,100702.73,0.1972,2.0,1.5,249,96.7894114202584,498.0,48201.13,374.0,36199.24,0.0178
SKU_0703,High Revenue + Low Volatility,105375.88,0.1291,2.0,1.5,247,71.12771105134885,494.0,35137.09,370.0,26317.25,0.0132
SKU_0704,High Revenue + Low Volatility,110518.22,0.186,2.0,1.5,107,46.14915205249293,214.0,9875.92,160.0,7383.86,0.026
SKU_0705,High Revenue + Low Volatility,88219.14,0.0746,2.0,1.5,128,41.33026771925771,256.0,10580.55,192.0,7935.41,0.0171
SKU_0706,High Revenue + Low Volatility,90123.01,0.1464,2.0,1.5,139,129.78219997346685,278.0,36079.45,208.0,26994.7,0.0287
SKU_0707,High Revenue + Low Volatility,67482.84,0.1715,2.0,1.5,257,140.20770504978697,514.0,72066.76,386.0,54120.17,0.0268
SKU_0708,High Revenue + Low Volatility,83122.55,0.1921,2.0,1.5,227,107.97456561171595,454.0,49020.45,340.0,36711.35,0.0282
SKU_0709,High Revenue + Low Volatility,98601.91,0.1006,2.0,1.5,183,42.412093783258,366.0,15522.83,274.0,11620.91,0.0159
SKU_0710,High Revenue + Low Volatility,106823.99,0.1587,2.0,1.5,215,78.24326602658888,430.0,33644.6,322.0,25194.33,0.0215
SKU_0711,High Revenue + Low Volatility,73032.55,0.1308,2.0,1.5,282,117.47270401261886,564.0,66254.61,423.0,49690.95,0.0164
SKU_0712,High Revenue + Low Volatility,68269.37,0.0591,2.0,1.5,243,123.57850608120818,486.0,60059.15,364.0,44982.58,0.0151
SKU_0713,High Revenue + Low Volatility,99782.52,0.1535,2.0,1.5,273,44.18623467493063,546.0,24125.68,410.0,18116.36,0.0221
SKU_0714,High Revenue + Low Volatility,60112.79,0.1535,2.0,1.5,161,30.00368626144589,322.0,9661.19,242.0,7260.89,0.0264
SKU_0715,High Revenue + Low Volatility,70702.36,0.1896,2.0,1.5,106,115.4564455056726,212.0,24476.77,159.0,18357.57,0.0119
SKU_0716,High Revenue + Low Volatility,61744.28,0.1246,2.0,1.5,144,72.79154111834467,288.0,20963.96,216.0,15722.97,0.0155
SKU_0717,High Revenue + Low Volatility,70013.11,0.0845,2.0,1.5,286,60.53775979419123,572.0,34627.6,429.0,25970.7,0.0141
SKU_0718,High Revenue + Low Volatility,70879.16,0.0567,2.0,1.5,283,31.547696374743055,566.0,17856.0,424.0,13376.22,0.026
SKU_0719,High Revenue + Low Volatility,83260.42,0.1123,2.0,1.5,275,94.83592881137996,550.0,52159.76,412.0,39072.4,0.0287
SKU_0720,High Revenue + Low Volatility,84139.63,0.0953,2.0,1.5,254,132.1380882511178,508.0,67126.15,381.0,50344.61,0.0116
SKU_0721,High Revenue + Low Volatility,112455.75,0.1642,2.0,1.5,280,144.91579755271056,560.0,81152.85,420.0,60864.63,0.0176
SKU_0722,High Revenue + Low Volatility,90606.58,0.1031,2.0,1.5,187,97.8893940735947,374.0,36610.63,280.0,27409.03,0.0283
SKU_0723,High Revenue + Low Volatility,103404.29,0.1924,2.0,1.5,172,91.7353593287873,344.0,31556.96,258.0,23667.72,0.0169
SKU_0724,High Revenue + Low Volatility,66248.24,0.1943,2.0,1.5,262,40.20676625870893,524.0,21068.35,393.0,15801.26,0.0243
SKU_0725,High Revenue + Low Volatility,73526.33,0.1431,2.0,1.5,278,95.86473618511197,556.0,53300.79,417.0,39975.59,0.012
SKU_0726,High Revenue + Low Volatility,102176.61,0.1893,2.0,1.5,136,75.59748947584735,272.0,20562.52,204.0,15421.89,0.0189
SKU_0727,High Revenue + Low Volatility,63168.24,0.1641,2.0,1.5,218,102.85623370602923,436.0,44845.32,327.0,33633.99,0.0201
SKU_0728,High Revenue + Low Volatility,89195.86,0.132,2.0,1.5,156,76.6471617451856,312.0,23913.91,234.0,17935.44,0.0252
SKU_0729,High Revenue + Low Volatility,95962.14,0.077,2.0,1.5,107,58.83589481404401,214.0,12590.88,160.0,9413.74,0.0158
SKU_0730,High Revenue + Low Volatility,96128.74,0.1188,2.0,1.5,194,41.39583302740518,388.0,16061.58,291.0,12046.19,0.0153
SKU_0731,High Revenue + Low Volatility,61375.97,0.1341,2.0,1.5,216,67.79021335066749,432.0,29285.37,324.0,21964.03,0.0161
SKU_0732,High Revenue + Low Volatility,79326.48,0.1796,2.0,1.5,209,41.597380114530274,418.0,17387.7,314.0,13061.58,0.0211
SKU_0733,High Revenue + Low Volatility,98189.44,0.1222,2.0,1.5,119,51.22763409887807,238.0,12192.18,178.0,9118.52,0.0275
SKU_0734,High Revenue + Low Volatility,68939.98,0.1847,2.0,1.5,223,148.48033902954552,446.0,66222.23,334.0,49592.43,0.0266
SKU_0735,High Revenue + Low Volatility,101724.94,0.1512,2.0,1.5,152,83.29242682879423,304.0,25320.9,228.0,18990.67,0.0112
SKU_0736,High Revenue + Low Volatility,104755.51,0.0705,2.0,1.5,218,93.82461198060199,436.0,40907.53,327.0,30680.65,0.0276
SKU_0737,High Revenue + Low Volatility,118918.15,0.1992,2.0,1.5,111,134.83422344846585,222.0,29933.2,166.0,22382.48,0.0119
SKU_0738,High Revenue + Low Volatility,72590.52,0.1291,2.0,1.5,276,149.46826805888253,552.0,82506.48,414.0,61879.86,0.0183
SKU_0739,High Revenue + Low Volatility,109507.84,0.1088,2.0,1.5,116,99.92573392136178,232.0,23182.77,174.0,17387.08,0.0253
SKU_0740,High Revenue + Low Volatility,91217.79,0.1489,2.0,1.5,163,127.4968585253006,326.0,41563.98,244.0,31109.23,0.0116
SKU_0741,High Revenue + Low Volatility,82407.76,0.0663,2.0,1.5,141,69.23292292040102,282.0,19523.68,212.0,14677.38,0.0108
SKU_0742,High Revenue + Low Volatility,67342.61,0.1455,2.0,1.5,193,66.68927489367493,386.0,25742.06,290.0,19339.89,0.0166
SKU_0743,High Revenue + Low Volatility,104130.34,0.1247,2.0,1.5,256,78.32444651934722,512.0,40102.12,384.0,30076.59,0.0246
SKU_0744,High Revenue + Low Volatility,74151.46,0.111,2.0,1.5,246,110.7008715208379,492.0,54464.83,369.0,40848.62,0.0204
SKU_0745,High Revenue + Low Volatility,82285.32,0.193,2.0,1.5,110,111.86300271061185,220.0,24609.86,165.0,18457.4,0.0183
SKU_0746,High Revenue + Low Volatility,63752.53,0.1284,2.0,1.5,197,67.8287321579341,394.0,26724.52,296.0,20077.3,0.0263
SKU_0747,High Revenue + Low Volatility,108082.01,0.0829,2.0,1.5,277,45.985190896395444,554.0,25475.8,416.0,19129.84,0.0253
SKU_0748,High Revenue + Low Volatility,105995.31,0.1188,2.0,1.5,170,105.88755077586103,340.0,36001.77,255.0,27001.33,0.0257
SKU_0749,High Revenue + Low Volatility,104016.95,0.1879,2.0,1.5,207,45.39910346265174,414.0,18795.23,310.0,14073.72,0.0192
SKU_0750,High Revenue + Low Volatility,77966.61,0.0764,2.0,1.5,157,99.41910098751961,314.0,31217.6,236.0,23462.91,0.0104
SKU_0751,High Revenue + Low Volatility,70408.8,0.0821,2.0,1.5,133,113.21065536675708,266.0,30114.03,200.0,22642.13,0.0134
SKU_0752,High Revenue + Low Volatility,98253.2,0.052,2.0,1.5,119,114.0733795673342,238.0,27149.46,178.0,20305.06,0.0248
SKU_0753,High Revenue + Low Volatility,89769.98,0.0521,2.0,1.5,149,120.4166532791516,298.0,35884.16,224.0,26973.33,0.0251
SKU_0754,High Revenue + Low Volatility,70695.15,0.1744,2.0,1.5,201,134.74313058787976,402.0,54166.74,302.0,40692.43,0.0294
SKU_0755,High Revenue + Low Volatility,101154.68,0.1598,2.0,1.5,237,89.99507903577461,474.0,42657.67,356.0,32038.25,0.0138
SKU_0756,High Revenue + Low Volatility,119467.59,0.1033,2.0,1.5,259,117.62990274354854,518.0,60932.29,388.0,45640.4,0.0125
SKU_0757,High Revenue + Low Volatility,104833.18,0.1547,2.0,1.5,151,104.30072824390041,302.0,31498.82,226.0,23571.96,0.0128
SKU_0758,High Revenue + Low Volatility,104399.18,0.1093,2.0,1.5,114,52.396792775721906,228.0,11946.47,171.0,8959.85,0.0137
SKU_0759,High Revenue + Low Volatility,117018.77,0.1929,2.0,1.5,183,33.08275738432898,366.0,12108.29,274.0,9064.68,0.0206
SKU_0760,High Revenue + Low Volatility,72176.18,0.1951,2.0,1.5,230,64.14496628123206,460.0,29506.68,345.0,22130.01,0.0295
SKU_0761,High Revenue + Low Volatility,93933.0,0.1089,2.0,1.5,136,83.16404476051433,272.0,22620.62,204.0,16965.47,0.0218
SKU_0762,High Revenue + Low Volatility,118778.8,0.1781,2.0,1.5,225,104.05271333143875,450.0,46823.72,338.0,35169.82,0.0205
SKU_0763,High Revenue + Low Volatility,69917.65,0.166,2.0,1.5,139,131.99511966038466,278.0,36694.64,208.0,27454.98,0.0235
SKU_0764,High Revenue + Low Volatility,102015.12,0.0965,2.0,1.5,171,53.549486004739876,342.0,18313.92,256.0,13708.67,0.0115
SKU_0765,High Revenue + Low Volatility,95148.61,0.0848,2.0,1.5,139,45.065974787817254,278.0,12528.34,208.0,9373.72,0.0263
SKU_0766,High Revenue + Low Volatility,95188.75,0.1187,2.0,1.5,155,145.6175936969193,310.0,45141.45,232.0,33783.28,0.0229
SKU_0767,High Revenue + Low Volatility,101860.24,0.1672,2.0,1.5,250,42.965347125168854,500.0,21482.67,375.0,16112.01,0.0134
SKU_0768,High Revenue + Low Volatility,115777.02,0.194,2.0,1.5,203,87.4189284128627,406.0,35492.08,304.0,26575.35,0.0226
SKU_0769,High Revenue + Low Volatility,106954.92,0.1645,2.0,1.5,238,100.26764745519623,476.0,47727.4,357.0,35795.55,0.0219
SKU_0770,High Revenue + Low Volatility,63368.17,0.1783,2.0,1.5,209,94.96493050889259,418.0,39695.34,314.0,29818.99,0.0113
SKU_0771,High Revenue + Low Volatility,111163.68,0.1405,2.0,1.5,291,40.32385884395318,582.0,23468.49,436.0,17581.2,0.0153
SKU_0772,High Revenue + Low Volatility,73532.48,0.1753,2.0,1.5,235,36.84322968043433,470.0,17316.32,352.0,12968.82,0.0178
SKU_0773,High Revenue + Low Volatility,82614.85,0.1677,2.0,1.5,192,42.65801129532428,384.0,16380.68,288.0,12285.51,0.0149
SKU_0774,High Revenue + Low Volatility,87703.97,0.1065,2.0,1.5,193,100.2705220647135,386.0,38704.42,290.0,29078.45,0.0149
SKU_0775,High Revenue + Low Volatility,88854.36,0.1328,2.0,1.5,155,95.32138651611854,310.0,29549.63,232.0,22114.56,0.0215
SKU_0776,High Revenue + Low Volatility,86110.82,0.1707,2.0,1.5,159,58.048895044409306,318.0,18459.55,238.0,13815.64,0.0194
SKU_0777,High Revenue + Low Volatility,116241.2,0.0569,2.0,1.5,237,106.53289702147099,474.0,50496.59,356.0,37925.71,0.0233
SKU_0778,High Revenue + Low Volatility,102361.14,0.1712,2.0,1.5,138,128.40810024667792,276.0,35440.64,207.0,26580.48,0.0291
SKU_0779,High Revenue + Low Volatility,97870.24,0.0767,2.0,1.5,127,34.98947518159125,254.0,8887.33,190.0,6648.0,0.0232
SKU_0780,High Revenue + Low Volatility,62990.52,0.1272,2.0,1.5,148,89.77559322576509,296.0,26573.58,222.0,19930.18,0.0216
SKU_0781,High Revenue + Low Volatility,114234.8,0.1712,2.0,1.5,263,112.71724945232283,526.0,59289.27,394.0,44410.6,0.027
SKU_0782,High Revenue + Low Volatility,114563.41,0.0881,2.0,1.5,224,60.27743124836245,448.0,27004.29,336.0,20253.22,0.0226
SKU_0783,High Revenue + Low Volatility,106812.78,0.0869,2.0,1.5,112,66.9325086351779,224.0,14992.88,168.0,11244.66,0.0133
SKU_0784,High Revenue + Low Volatility,60421.75,0.1104,2.0,1.5,135,103.63654835872606,270.0,27981.87,202.0,20934.58,0.0163
SKU_0785,High Revenue + Low Volatility,63436.82,0.1842,2.0,1.5,200,137.7522352132484,400.0,55100.89,300.0,41325.67,0.0247
SKU_0786,High Revenue + Low Volatility,73513.42,0.0501,2.0,1.5,125,127.19093043634793,250.0,31797.73,188.0,23911.89,0.0248
SKU_0787,High Revenue + Low Volatility,67880.96,0.1852,2.0,1.5,185,99.97562629195002,370.0,36990.98,278.0,27793.22,0.0297
SKU_0788,High Revenue + Low Volatility,83930.16,0.0731,2.0,1.5,103,117.6266061308699,206.0,24231.08,154.0,18114.5,0.0225
SKU_0789,High Revenue + Low Volatility,115357.38,0.1985,2.0,1.5,181,73.77869642493584,362.0,26707.89,272.0,20067.81,0.028
SKU_0790,High Revenue + Low Volatility,88323.63,0.1932,2.0,1.5,291,106.91586337185093,582.0,62225.03,436.0,46615.32,0.0111
SKU_0791,High Revenue + Low Volatility,60804.16,0.1242,2.0,1.5,265,85.94179093530684,530.0,45549.15,398.0,34204.83,0.0213
SKU_0792,High Revenue + Low Volatility,76964.74,0.1269,2.0,1.5,226,52.79233637490731,452.0,23862.14,339.0,17896.6,0.0284
SKU_0793,High Revenue + Low Volatility,62675.69,0.1222,2.0,1.5,187,114.20859286527086,374.0,42714.01,280.0,31978.41,0.0157
SKU_0794,High Revenue + Low Volatility,62177.26,0.1453,2.0,1.5,226,96.77575648185864,452.0,43742.64,339.0,32806.98,0.0131
SKU_0795,High Revenue + Low Volatility,76543.19,0.0636,2.0,1.5,219,73.03458983443096,438.0,31989.15,328.0,23955.35,0.017
SKU_0796,High Revenue + Low Volatility,76536.74,0.0549,2.0,1.5,121,139.36070280943568,242.0,33725.29,182.0,25363.65,0.0258
SKU_0797,High Revenue + Low Volatility,107227.6,0.0587,2.0,1.5,229,32.51209413920799,458.0,14890.54,344.0,11184.16,0.0117
SKU_0798,High Revenue + Low Volatility,118490.08,0.1167,2.0,1.5,130,67.89277814993952,260.0,17652.12,195.0,13239.09,0.022
SKU_0799,High Revenue + Low Volatility,82272.43,0.0913,2.0,1.5,218,36.82576773331759,436.0,16056.03,327.0,12042.03,0.0127
SKU_0800,High Revenue + Low Volatility,85733.21,0.1433,2.0,1.5,110,121.98327794659527,220.0,26836.32,165.0,20127.24,0.0187
SKU_0801,High Revenue + Low Volatility,110687.37,0.1989,2.0,1.5,145,114.2528944936551,290.0,33133.34,218.0,24907.13,0.0293
SKU_0802,High Revenue + Low Volatility,76088.34,0.1079,2.0,1.5,195,69.76226624835805,390.0,27207.28,292.0,20370.58,0.0139
SKU_0803,High Revenue + Low Volatility,69382.91,0.1361,2.0,1.5,289,111.07954826484877,578.0,64203.98,434.0,48208.52,0.0107
SKU_0804,High Revenue + Low Volatility,111185.38,0.1123,2.0,1.5,296,77.51246714351399,592.0,45887.38,444.0,34415.54,0.0185
SKU_0805,High Revenue + Low Volatility,62790.04,0.1771,2.0,1.5,291,120.75045497069212,582.0,70276.76,436.0,52647.2,0.0216
SKU_0806,High Revenue + Low Volatility,97181.97,0.1853,2.0,1.5,109,84.50203952840474,218.0,18421.44,164.0,13858.33,0.016
SKU_0807,High Revenue + Low Volatility,93719.57,0.1816,2.0,1.5,267,79.47356733979987,534.0,42438.88,400.0,31789.43,0.0208
